REPORT START/STOP
Start Time,08/06/2021,08:16:59
End Time,08/06/2021,10:24:29

Program,R290_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;08:21:05,?,4.671825,?,13.093704,400,399.828094,25,25.501881
08/06/2021;08:21:06,?,4.672394,?,13.137466,400,399.798737,25,25.499298
08/06/2021;08:21:07,?,4.675116,?,13.17008,400,399.756195,25,25.500713
08/06/2021;08:21:08,?,4.676051,?,13.212914,400,399.786163,25,25.491114
08/06/2021;08:21:09,?,4.676906,?,13.27079,400,399.809204,25,25.481554
08/06/2021;08:21:10,?,4.679185,?,13.331278,400,399.769257,25,25.48394
08/06/2021;08:21:11,?,4.679968,?,13.40056,400,399.714996,25,25.482983
08/06/2021;08:21:12,?,4.684387,?,13.457534,400,399.68869,25,25.48782
08/06/2021;08:21:13,?,4.686786,?,13.457534,400,399.68869,25,25.48782
08/06/2021;08:21:14,?,4.686786,?,13.510578,400,399.647858,25,25.486759
08/06/2021;08:21:15,?,4.689814,?,13.560812,400,399.700195,25,25.482637
08/06/2021;08:21:16,?,4.690532,?,13.603366,400,399.739258,25,25.484573
08/06/2021;08:21:17,?,4.69317,?,13.65469,400,399.769043,25,25.489798
08/06/2021;08:21:18,?,4.694539,?,13.702372,400,399.808655,25,25.492926
08/06/2021;08:21:19,?,4.69159,?,13.744306,400,399.8302,25,25.471918
08/06/2021;08:21:20,?,4.67968,?,13.796796,400,399.844727,25,25.455631
08/06/2021;08:21:21,?,4.65899,?,13.854677,400,399.888214,25,25.449738
08/06/2021;08:21:22,?,4.624173,?,13.854677,400,399.888214,25,25.449738
08/06/2021;08:21:23,?,4.592475,?,13.905146,400,399.971436,25,25.454636
08/06/2021;08:21:24,?,4.566685,?,13.948695,400,399.97113,25,25.459528
08/06/2021;08:21:25,?,4.542515,?,14.009178,400,399.871033,25,25.4585
08/06/2021;08:21:26,?,4.526097,?,14.053489,400,399.885559,25,25.453941
08/06/2021;08:21:27,?,4.526097,?,14.090043,400,400.014343,25,25.451038
08/06/2021;08:21:28,?,4.510151,?,14.14261,400,400.020294,25,25.442215
08/06/2021;08:21:29,?,4.496363,?,14.191454,400,399.954895,25,25.434317
08/06/2021;08:21:30,?,4.484417,?,14.221864,400,400.022675,25,25.437361
08/06/2021;08:21:31,?,4.473852,?,14.273323,400,400.102997,25,25.440247
08/06/2021;08:21:32,?,4.469668,?,14.295986,400,400.060791,25,25.433826
08/06/2021;08:21:33,?,4.464436,?,14.295986,400,400.060791,25,25.433826
08/06/2021;08:21:34,?,4.461762,?,14.348438,400,400.05954,25,25.43157
08/06/2021;08:21:35,?,4.457655,?,14.387593,400,400.003723,25,25.442001
08/06/2021;08:21:36,?,4.458148,?,14.443359,400,400.004822,25,25.455091
08/06/2021;08:21:37,?,4.459801,?,14.504116,400,400.046112,25,25.466782
08/06/2021;08:21:38,?,4.459801,?,14.522417,400,400.128174,25,25.464806
08/06/2021;08:21:39,?,4.461857,?,14.544402,400,400.172913,25,25.456264
08/06/2021;08:21:40,?,4.463252,?,14.559158,400,400.223053,25,25.445391
08/06/2021;08:21:41,?,4.467906,?,14.60298,400,400.222412,25,25.438835
08/06/2021;08:21:42,?,4.472328,?,14.60298,400,400.222412,25,25.438835
08/06/2021;08:21:43,?,4.475544,?,14.627745,400,400.305206,25,25.425825
08/06/2021;08:21:44,?,4.478277,?,14.654678,400,400.36026,25,25.415462
08/06/2021;08:21:45,?,4.483945,?,14.685976,400,400.344818,25,25.414701
08/06/2021;08:21:46,?,4.488002,?,14.70601,400,400.369629,25,25.416494
08/06/2021;08:21:47,?,4.493445,?,14.738153,400,400.411163,25,25.419271
08/06/2021;08:21:48,?,4.496493,?,14.798464,400,400.359741,25,25.419556
08/06/2021;08:21:49,?,4.496493,?,14.864163,400,400.348999,25,25.415457
08/06/2021;08:21:50,?,4.504819,?,14.911686,400,400.361847,25,25.413977
08/06/2021;08:21:51,?,4.510171,?,14.96196,400,400.248688,25,25.406851
08/06/2021;08:21:52,?,4.517336,?,14.96196,400,400.248688,25,25.406851
